,id,rooms,metro,area,floor,parking,price,renovation,room_area,balcony,windows,bathroom,allowed_children_pets,ceiling_height,city
4,273614615,2,Арбатская,58.0,12,unknown,225000.0,Евроремонт,19.0,unknown,На улицу и двор,Совмещенный (2),unknown,3.9,Москва
7,274475342,3,Смоленская,98.0,2,подземная,250000.0,Евроремонт,21.0,unknown,Во двор,"Совмещенный (1), Раздельный (1)","Можно с детьми, Можно с животными",3.2,Москва
8,273973191,3,Смоленская,120.0,5,открытая,130000.0,Евроремонт,31.666666666666668,unknown,На улицу,Совмещенный (1),Можно с животными,3.0,Москва
9,272900409,4,Арбатская,90.0,2,открытая,210000.0,Евроремонт,16.5,Балкон (1),На улицу и двор,"Совмещенный (1), Раздельный (1)",Можно с детьми,310.0,Москва
11,273999490,3,Смоленская,80.0,4,unknown,100000.0,Евроремонт,17.666666666666668,Балкон (3),На улицу и двор,Совмещенный (1),unknown,3.0,Москва
12,274017037,3,Смоленская,100.0,2,unknown,200000.0,Дизайнерский,80.0,unknown,Во двор,Совмещенный (2),"Можно с детьми, Можно с животными",3.0,Москва
20,273941734,2,Арбатская,64.0,12,unknown,205000.0,Евроремонт,25.0,unknown,На улицу,Совмещенный (2),"Можно с детьми, Можно с животными",3.0,Москва
21,274493570,3,Кропоткинская,112.0,2,подземная,230000.0,Евроремонт,25.666666666666668,Балкон (1),На улицу и двор,Совмещенный (2),Можно с детьми,3.2,Москва
25,272945376,3,Арбатская,100.0,3,наземная,200000.0,Евроремонт,20.333333333333332,unknown,На улицу и двор,Совмещенный (2),"Можно с детьми, Можно с животными",3.2,Москва
35,272188531,2,Арбатская,44.0,21,unknown,135000.0,Косметический,17.666666666666668,unknown,Во двор,Раздельный (1),unknown,4.15,Москва
36,272727784,3,Смоленская,85.0,7,unknown,150000.0,Евроремонт,17.666666666666668,Балкон (1),Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",3.0,Москва
37,267110043,2,Смоленская,100.0,5,unknown,320000.0,Косметический,17.666666666666668,Балкон (1),На улицу,Раздельный (2),Можно с детьми,3.0,Москва
45,272823500,3,Арбатская,85.0,7,подземная,150000.0,Евроремонт,17.666666666666668,Балкон (1),Во двор,Совмещенный (1),unknown,3.0,Москва
46,274402813,3,Смоленская,105.0,6,подземная,195000.0,Евроремонт,23.333333333333332,unknown,На улицу и двор,Совмещенный (3),"Можно с детьми, Можно с животными",3.0,Москва
48,271265359,2,Смоленская,60.0,5,наземная,90000.0,Евроремонт,21.5,unknown,На улицу и двор,Совмещенный (1),Можно с детьми,3.2,Москва
49,274289253,3,Арбатская,85.0,7,unknown,150000.0,Дизайнерский,17.666666666666668,Балкон (1),Во двор,unknown,unknown,3.0,Москва
53,273779074,2,Смоленская,60.0,3,unknown,120000.0,Косметический,17.666666666666668,unknown,На улицу,Совмещенный (1),"Можно с детьми, Можно с животными",3.6,Москва
54,274217247,3,Смоленская,103.0,2,unknown,120000.0,Косметический,24.666666666666668,unknown,На улицу и двор,Совмещенный (1),Можно с детьми,3.8,Москва
57,274252871,3,Смоленская,105.0,6,подземная,240000.0,Косметический,20.0,Лоджия (1),На улицу и двор,"Совмещенный (2), Раздельный (1)","Можно с детьми, Можно с животными",3.0,Москва
58,269132104,1,Смоленская,60.0,2,подземная,250000.0,Евроремонт,30.0,unknown,Во двор,Совмещенный (1),Можно с детьми,3.0,Москва
67,274199925,3,Арбатская,100.0,2,unknown,115000.0,Косметический,22.666666666666668,unknown,Во двор,unknown,Можно с детьми,3.0,Москва
68,274223065,2,Смоленская,60.0,3,unknown,120000.0,Дизайнерский,17.666666666666668,unknown,На улицу,unknown,unknown,3.0,Москва
70,272632345,3,Арбатская,98.0,6,unknown,185000.0,Косметический,24.0,unknown,Во двор,Раздельный (1),unknown,3.0,Москва
80,274528249,1,Арбатская,45.0,6,наземная,120000.0,Дизайнерский,17.666666666666668,Балкон (1),Во двор,Совмещенный (1),unknown,3.0,Москва
81,274431438,3,Смоленская,65.0,7,наземная,130000.0,Евроремонт,16.333333333333332,unknown,На улицу и двор,Совмещенный (1),"Можно с детьми, Можно с животными",3.2,Москва
82,274064272,3,Арбатская,87.0,4,unknown,140000.0,Евроремонт,22.666666666666668,unknown,На улицу и двор,Раздельный (1),unknown,3.0,Москва
83,273078340,3,Смоленская,90.0,7,unknown,145000.0,Дизайнерский,23.333333333333332,Балкон (1),На улицу и двор,Совмещенный (1),"Можно с детьми, Можно с животными",3.0,Москва
87,274319903,3,Смоленская,75.0,9,открытая,99000.0,Косметический,15.666666666666666,unknown,Во двор,Раздельный (1),"Можно с детьми, Можно с животными",3.0,Москва
88,273427928,3,Смоленская,87.0,3,unknown,100000.0,Дизайнерский,18.0,unknown,На улицу,Совмещенный (1),Можно с детьми,3.0,Москва
89,274296188,3,Арбатская,105.0,9,открытая,180000.0,Косметический,17.0,Балкон (1),На улицу и двор,Совмещенный (2),Можно с детьми,3.0,Москва
90,272887177,3,Арбатская,99.0,3,подземная,200000.0,Косметический,22.666666666666668,Лоджия (1),Во двор,Совмещенный (2),Можно с детьми,3.2,Москва
91,269319175,1,Смоленская,60.0,2,подземная,250000.0,Косметический,33.0,unknown,Во двор,Совмещенный (1),Можно с детьми,3.5,Москва
93,274501292,3,Арбатская,120.0,3,unknown,300000.0,Дизайнерский,17.666666666666668,unknown,На улицу и двор,Совмещенный (2),"Можно с детьми, Можно с животными",3.0,Москва
104,274066192,2,Смоленская,52.0,11,наземная,80000.0,Косметический,17.666666666666668,unknown,На улицу,Совмещенный (1),Можно с детьми,3.0,Москва
105,273763131,3,Смоленская,91.0,9,unknown,95000.0,Без ремонта,17.666666666666668,unknown,Во двор,Раздельный (1),unknown,3.0,Москва
106,273684904,2,Смоленская,56.0,7,наземная,105000.0,Косметический,17.666666666666668,Балкон (1),На улицу и двор,Раздельный (1),"Можно с детьми, Можно с животными",3.0,Москва
107,271542995,3,Смоленская,80.0,5,наземная,120000.0,Косметический,14.666666666666666,Балкон (2),Во двор,Совмещенный (1),unknown,3.2,Москва
108,273012299,2,Арбатская,94.0,5,unknown,135000.0,Косметический,21.0,unknown,На улицу и двор,Совмещенный (1),unknown,3.2,Москва
110,274336333,3,Смоленская,94.0,4,наземная,145000.0,Евроремонт,21.333333333333332,unknown,Во двор,Совмещенный (2),Можно с детьми,5.5,Москва
111,272244255,3,Смоленская,90.0,4,наземная,145000.0,Косметический,17.666666666666668,unknown,На улицу,Раздельный (1),unknown,3.0,Москва
112,272701749,2,Кропоткинская,120.0,4,наземная,165000.0,Косметический,43.0,unknown,На улицу,Совмещенный (1),unknown,3.0,Москва
116,256631941,3,Арбатская,120.0,4,наземная,190000.0,Косметический,24.0,unknown,На улицу,Совмещенный (2),"Можно с детьми, Можно с животными",3.0,Москва
117,272917777,3,Боровицкая,95.0,3,подземная,200000.0,Евроремонт,17.666666666666668,Балкон (1),Во двор,Раздельный (2),unknown,3.0,Москва
119,274434108,3,Арбатская,70.0,24,unknown,230000.0,Дизайнерский,16.0,unknown,Во двор,Совмещенный (2),Можно с детьми,3.0,Москва
120,272559990,2,Смоленская,63.0,2,unknown,270000.0,Дизайнерский,17.666666666666668,unknown,Во двор,unknown,unknown,3.0,Москва
139,274009456,2,Смоленская,53.0,11,unknown,80000.0,Евроремонт,17.5,unknown,На улицу и двор,Совмещенный (1),unknown,3.2,Москва
140,274723871,2,Смоленская,53.0,5,наземная,80000.0,Евроремонт,18.0,unknown,Во двор,Раздельный (1),Можно с детьми,2.5,Москва
141,274548003,2,Арбатская,60.0,23,наземная,90000.0,Косметический,20.0,unknown,На улицу,Совмещенный (1),"Можно с детьми, Можно с животными",3.0,Москва
143,274903280,3,Смоленская,80.0,2,unknown,100000.0,Евроремонт,16.666666666666668,unknown,Во двор,unknown,Можно с детьми,3.0,Москва
144,271439388,3,Смоленская,68.0,5,наземная,100000.0,Евроремонт,17.666666666666668,Балкон (1),Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",2.8,Москва
145,273474991,2,Краснопресненская,55.0,7,открытая,105000.0,Евроремонт,16.0,Лоджия (1),На улицу,Раздельный (1),"Можно с детьми, Можно с животными",2.8,Москва
146,274135582,2,Смоленская,55.0,8,наземная,110000.0,Евроремонт,16.5,unknown,На улицу,Совмещенный (1),"Можно с детьми, Можно с животными",3.2,Москва
147,274880892,3,Арбатская,103.0,2,unknown,120000.0,Дизайнерский,17.666666666666668,unknown,На улицу и двор,Совмещенный (1),"Можно с детьми, Можно с животными",3.0,Москва
148,271716464,3,Смоленская,80.0,5,unknown,120000.0,Евроремонт,17.666666666666668,Балкон (1),Во двор,unknown,unknown,3.0,Москва
149,271249218,2,Смоленская,65.0,1,подземная,130000.0,Дизайнерский,22.0,unknown,Во двор,Совмещенный (1),Можно с детьми,3.0,Москва
150,274012210,2,Арбатская,98.0,5,открытая,135000.0,Евроремонт,23.0,unknown,Во двор,Совмещенный (1),Можно с детьми,3.4,Москва
152,273650910,2,Арбатская,89.4,5,unknown,135000.0,Евроремонт,17.666666666666668,unknown,На улицу,Совмещенный (1),"Можно с детьми, Можно с животными",3.0,Москва
153,273823802,3,Смоленская,90.0,4,unknown,145000.0,Дизайнерский,17.666666666666668,unknown,На улицу и двор,Раздельный (1),"Можно с детьми, Можно с животными",3.0,Москва
154,272821193,3,Арбатская,90.0,7,наземная,150000.0,Евроремонт,16.25,unknown,На улицу и двор,Совмещенный (1),"Можно с детьми, Можно с животными",3.2,Москва
155,274103646,3,Арбатская,100.0,5,открытая,150000.0,Косметический,20.0,unknown,Во двор,"Совмещенный (1), Раздельный (1)","Можно с детьми, Можно с животными",3.0,Москва
156,236632140,2,Арбатская,43.3,12,unknown,150000.0,Дизайнерский,17.666666666666668,unknown,Во двор,Совмещенный (2),unknown,4.0,Москва
157,274478078,3,Смоленская,110.0,10,наземная,160000.0,Евроремонт,22.666666666666668,Балкон (1),На улицу и двор,Совмещенный (1),Можно с детьми,3.0,Москва
158,272710931,2,Кропоткинская,120.0,4,unknown,165000.0,Евроремонт,43.0,Балкон (1),Во двор,Совмещенный (1),unknown,3.0,Москва
159,272047599,3,Смоленская,117.0,8,открытая,170000.0,Евроремонт,26.666666666666668,unknown,Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",3.0,Москва
160,273235893,3,Кропоткинская,120.0,4,подземная,180000.0,Евроремонт,18.0,Лоджия (1),Во двор,Совмещенный (2),Можно с детьми,3.0,Москва
161,271487126,4,Баррикадная,96.0,3,unknown,180000.0,Евроремонт,16.0,Балкон (1),Во двор,"Совмещенный (1), Раздельный (1)","Можно с детьми, Можно с животными",3.0,Москва
162,236952590,2,Арбатская,120.0,4,открытая,190000.0,Косметический,23.666666666666668,unknown,Во двор,Совмещенный (2),Можно с детьми,4.0,Москва
163,267882068,3,Кропоткинская,120.0,2,unknown,195000.0,Дизайнерский,17.666666666666668,Балкон (2),На улицу и двор,"Совмещенный (1), Раздельный (1)",Можно с детьми,3.0,Москва
164,271577440,2,Смоленская,75.0,4,подземная,200000.0,Дизайнерский,24.0,unknown,На улицу,Совмещенный (1),"Можно с детьми, Можно с животными",3.2,Москва
165,273795577,3,Арбатская,99.0,3,unknown,200000.0,Дизайнерский,17.666666666666668,Лоджия (1),Во двор,Совмещенный (2),"Можно с детьми, Можно с животными",3.0,Москва
167,274744370,3,Арбатская,120.0,5,открытая,230000.0,Дизайнерский,17.666666666666668,Лоджия (1),На улицу и двор,Совмещенный (2),"Можно с детьми, Можно с животными",3.0,Москва
168,274442273,3,Смоленская,105.0,2,подземная,250000.0,Евроремонт,17.666666666666668,unknown,Во двор,Раздельный (2),unknown,3.0,Москва
169,273689040,3,Смоленская,115.0,7,наземная,250000.0,Евроремонт,27.0,"Балкон (1), Лоджия (1)",Во двор,Совмещенный (2),"Можно с детьми, Можно с животными",3.0,Москва
171,272262503,1,Краснопресненская,65.0,2,подземная,270000.0,Дизайнерский,17.666666666666668,unknown,На улицу и двор,Совмещенный (1),"Можно с детьми, Можно с животными",3.0,Москва
172,267127816,2,Арбатская,76.0,6,подземная,270000.0,Евроремонт,20.0,unknown,На улицу,"Совмещенный (1), Раздельный (1)",unknown,3.0,Москва
174,273894772,3,Смоленская,124.0,10,подземная,300000.0,Евроремонт,26.333333333333332,unknown,На улицу и двор,Совмещенный (2),unknown,3.2,Москва
200,274686779,3,Марк,76.0,13,unknown,60000.0,Косметический,17.666666666666668,"Балкон (1), Лоджия (1)",На улицу и двор,Раздельный (1),Можно с детьми,2.74,Москва
202,274747534,2,Алтуфьево,71.7,9,unknown,55000.0,Евроремонт,9.75,Лоджия (1),На улицу и двор,Совмещенный (1),Можно с детьми,2.7,Москва
204,273693111,3,Долгопрудная,70.0,9,наземная,65000.0,Евроремонт,17.666666666666668,Балкон (1),На улицу,Раздельный (2),Можно с детьми,2.4,Москва
206,265111957,2,Новодачная,57.0,12,наземная,45000.0,Косметический,17.666666666666668,Балкон (1),Во двор,Раздельный (1),Можно с детьми,2.64,Москва
207,267761830,1,Новодачная,42.0,14,unknown,35000.0,Косметический,18.0,Балкон (1),Во двор,Раздельный (1),Можно с детьми,3.0,Москва
208,271601843,3,Долгопрудная,68.0,8,unknown,48000.0,Евроремонт,14.0,Лоджия (1),На улицу и двор,Раздельный (1),Можно с детьми,3.0,Москва
209,275004836,3,Долгопрудная,82.0,4,unknown,55000.0,Косметический,17.666666666666668,Балкон (1),На улицу и двор,Раздельный (1),unknown,3.0,Москва
212,268903569,3,Селигерская,87.0,14,unknown,80000.0,Косметический,17.666666666666668,Балкон (1),На улицу и двор,Раздельный (2),Можно с детьми,2.7,Москва
213,274794055,3,Алтуфьево,84.0,6,unknown,95000.0,Косметический,17.666666666666668,unknown,Во двор,Совмещенный (1),Можно с детьми,3.0,Москва
222,273764363,1,Новодачная,42.4,7,unknown,32000.0,Косметический,18.0,Балкон (1),Во двор,Раздельный (1),Можно с детьми,3.0,Москва
223,274173656,1,Долгопрудная,44.7,10,наземная,35000.0,Косметический,14.0,Лоджия (1),На улицу,Совмещенный (1),unknown,3.0,Москва
224,274063411,2,Марк,58.0,6,наземная,36000.0,Косметический,16.5,Лоджия (1),Во двор,Раздельный (1),unknown,2.64,Москва
226,256888072,1,Новодачная,42.0,12,наземная,38000.0,Евроремонт,20.0,"Балкон (1), Лоджия (1)",Во двор,Раздельный (1),unknown,2.75,Москва
228,274622371,2,Новодачная,64.0,7,unknown,40000.0,Косметический,17.666666666666668,Балкон (1),Во двор,Раздельный (1),"Можно с детьми, Можно с животными",2.74,Москва
229,274917579,2,Долгопрудная,55.0,4,наземная,40000.0,Евроремонт,15.5,Лоджия (2),Во двор,Раздельный (1),Можно с детьми,3.0,Москва
231,274482454,2,Долгопрудная,63.8,4,наземная,40000.0,Косметический,17.0,Лоджия (1),Во двор,Раздельный (1),Можно с детьми,3.0,Москва
232,274099537,2,Новодачная,67.0,5,unknown,43000.0,Евроремонт,17.666666666666668,Лоджия (1),Во двор,Раздельный (1),Можно с детьми,3.0,Москва
234,274632558,3,Алтуфьево,56.0,10,unknown,45000.0,Косметический,14.0,Лоджия (2),Во двор,Совмещенный (1),Можно с детьми,2.64,Москва
235,273080406,3,Долгопрудная,75.0,6,наземная,45000.0,Евроремонт,13.333333333333334,"Балкон (1), Лоджия (1)",На улицу и двор,Раздельный (1),unknown,3.0,Москва
236,273202959,2,Новодачная,55.0,6,наземная,47000.0,Евроремонт,15.0,Лоджия (1),Во двор,unknown,Можно с детьми,3.0,Москва
237,270816267,3,Новодачная,82.0,4,unknown,65000.0,Евроремонт,17.666666666666668,Лоджия (2),Во двор,Совмещенный (1),Можно с детьми,3.0,Москва
238,274580039,2,Алтуфьево,70.0,3,unknown,70000.0,Дизайнерский,26.5,unknown,Во двор,Совмещенный (1),unknown,3.0,Москва
246,242234098,1,Новодачная,45.0,2,unknown,30000.0,Косметический,18.0,Лоджия (1),Во двор,Раздельный (1),"Можно с детьми, Можно с животными",3.0,Москва
248,274831384,1,Долгопрудная,42.0,7,наземная,33000.0,Косметический,21.0,Лоджия (1),Во двор,Раздельный (1),Можно с детьми,2.7,Москва
251,273815149,1,Алтуфьево,46.0,10,подземная,38000.0,Дизайнерский,20.0,Лоджия (1),Во двор,Совмещенный (1),unknown,2.8,Москва
253,272275267,1,Новодачная,44.0,8,unknown,40000.0,Косметический,17.666666666666668,Лоджия (1),Во двор,unknown,unknown,3.0,Москва
255,274846125,2,Новодачная,55.4,13,открытая,44000.0,Косметический,17.666666666666668,Лоджия (2),Во двор,unknown,"Можно с детьми, Можно с животными",3.0,Москва
257,262081183,2,Марк,57.0,13,unknown,47000.0,Евроремонт,13.666666666666666,Лоджия (1),Во двор,Раздельный (1),Можно с детьми,2.64,Москва
259,274974124,2,Новодачная,44.0,11,многоуровневая,54500.0,Евроремонт,17.666666666666668,Лоджия (1),На улицу,Совмещенный (1),Можно с детьми,3.0,Москва
260,274055451,3,Долгопрудная,70.0,9,открытая,71000.0,Евроремонт,17.666666666666668,Балкон (1),На улицу и двор,Раздельный (2),Можно с детьми,3.0,Москва
261,274393865,3,Новодачная,87.0,14,наземная,80000.0,Евроремонт,48.0,"Балкон (1), Лоджия (1)",Во двор,Раздельный (2),Можно с детьми,3.0,Москва
262,269265022,3,Новодачная,84.0,6,наземная,90000.0,Дизайнерский,40.0,Балкон (1),Во двор,Совмещенный (1),Можно с детьми,3.0,Москва
263,273593681,3,Новодачная,77.0,14,открытая,92000.0,Евроремонт,17.666666666666668,Лоджия (1),На улицу и двор,Раздельный (1),"Можно с детьми, Можно с животными",3.0,Москва
264,263724076,3,Новодачная,84.0,6,подземная,95000.0,Дизайнерский,17.666666666666668,Балкон (1),Во двор,unknown,unknown,2.8,Москва
265,274689762,3,Новодачная,96.0,5,наземная,100000.0,Евроремонт,18.333333333333332,Лоджия (1),На улицу,Совмещенный (1),Можно с детьми,2.7,Москва
266,251618576,2,Новодачная,60.0,14,подземная,46000.0,Евроремонт,17.5,Балкон (1),На улицу и двор,unknown,"Можно с детьми, Можно с животными",2.75,Москва
268,240575765,2,Алтуфьево,65.0,6,unknown,45000.0,Евроремонт,17.666666666666668,"Балкон (1), Лоджия (1)",Во двор,Раздельный (1),Можно с детьми,2.74,Москва
269,238230007,1,Новодачная,43.0,4,unknown,38000.0,Евроремонт,17.666666666666668,Балкон (1),На улицу,Совмещенный (1),Можно с детьми,3.0,Москва
275,274344079,2,Алтуфьево,50.0,1,наземная,38000.0,Евроремонт,17.666666666666668,unknown,Во двор,unknown,unknown,3.0,Москва
276,274267929,2,Алтуфьево,52.0,10,unknown,42000.0,Косметический,17.666666666666668,Балкон (1),Во двор,unknown,Можно с детьми,2.74,Москва
279,273780889,2,Новодачная,56.0,15,unknown,45000.0,Евроремонт,15.0,Лоджия (1),На улицу и двор,Раздельный (1),unknown,2.75,Москва
280,272536453,2,Новодачная,54.0,2,unknown,45000.0,Евроремонт,17.666666666666668,Балкон (1),Во двор,unknown,Можно с детьми,3.0,Москва
281,268878838,2,Долгопрудная,64.0,12,unknown,49700.0,Косметический,19.0,Балкон (1),Во двор,Раздельный (1),unknown,3.0,Москва
282,270572812,2,Новодачная,48.1,4,наземная,50000.0,Евроремонт,11.333333333333334,Лоджия (1),На улицу и двор,Совмещенный (1),Можно с детьми,2.8,Москва
283,269471423,5,Долгопрудная,124.0,14,unknown,100000.0,Евроремонт,17.666666666666668,"Балкон (1), Лоджия (1)",На улицу и двор,"Совмещенный (1), Раздельный (1)",unknown,3.0,Москва
292,274917171,2,Алтуфьево,52.2,11,unknown,47000.0,Косметический,17.666666666666668,Балкон (1),На улицу,Раздельный (1),Можно с детьми,2.64,Москва
297,268876926,4,Кузнецкий мост,108.0,3,unknown,230000.0,Евроремонт,17.75,unknown,На улицу и двор,Совмещенный (2),"Можно с детьми, Можно с животными",3.2,Москва
300,273632382,3,Кузнецкий мост,122.0,3,unknown,165000.0,Дизайнерский,17.666666666666668,unknown,Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",3.0,Москва
307,273781555,2,Проспект Мира,71.0,7,наземная,115000.0,Косметический,17.666666666666668,Лоджия (1),Во двор,Совмещенный (1),Можно с детьми,3.0,Москва
308,270949943,3,Трубная,74.0,2,unknown,120000.0,Евроремонт,19.333333333333332,unknown,Во двор,Совмещенный (1),Можно с детьми,3.0,Москва
312,274617829,3,Сухаревская,80.0,7,unknown,100000.0,Евроремонт,18.333333333333332,unknown,Во двор,unknown,Можно с детьми,3.0,Москва
313,273460010,3,Сухаревская,115.0,10,наземная,110000.0,Евроремонт,17.666666666666668,Балкон (1),Во двор,Раздельный (1),Можно с животными,3.0,Москва
314,274042642,2,Проспект Мира,71.0,7,открытая,115000.0,Дизайнерский,21.5,unknown,Во двор,Совмещенный (1),Можно с детьми,3.0,Москва
315,273668901,3,Комсомольская,110.0,5,открытая,120000.0,Евроремонт,24.0,"Балкон (1), Лоджия (1)",Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",3.0,Москва
316,273387110,4,Цветной бульвар,120.0,1,unknown,150000.0,Евроремонт,17.666666666666668,unknown,На улицу и двор,Совмещенный (3),"Можно с детьми, Можно с животными",3.0,Москва
318,274941472,3,Трубная,85.0,3,наземная,270000.0,Косметический,17.666666666666668,Балкон (1),На улицу и двор,Раздельный (1),unknown,3.4,Москва
323,270596945,2,Рижская,61.0,3,unknown,70000.0,Евроремонт,19.5,Лоджия (1),На улицу и двор,Совмещенный (1),unknown,3.0,Москва
326,274025893,4,Сухаревская,122.0,1,открытая,150000.0,Евроремонт,17.5,unknown,На улицу и двор,unknown,Можно с детьми,3.0,Москва
331,274930449,3,Сухаревская,85.0,3,unknown,270000.0,Евроремонт,18.0,unknown,На улицу и двор,Раздельный (1),Можно с детьми,3.0,Москва
340,274826437,2,Рижская,61.0,3,unknown,70000.0,Дизайнерский,17.666666666666668,Лоджия (1),На улицу и двор,Совмещенный (1),"Можно с детьми, Можно с животными",3.0,Москва
341,274862056,2,Проспект Мира,78.9,8,unknown,89000.0,Евроремонт,20.0,Балкон (1),Во двор,Совмещенный (1),Можно с детьми,2.7,Москва
342,273803362,3,Цветной бульвар,80.0,7,открытая,100000.0,Евроремонт,14.333333333333334,Балкон (1),На улицу и двор,Раздельный (1),unknown,3.0,Москва
343,273231691,3,Сухаревская,115.0,10,подземная,110000.0,Евроремонт,28.0,Лоджия (1),На улицу и двор,"Совмещенный (1), Раздельный (1)",Можно с детьми,3.0,Москва
344,274997687,3,Цветной бульвар,75.0,2,unknown,130000.0,Евроремонт,15.0,unknown,На улицу и двор,Совмещенный (2),"Можно с детьми, Можно с животными",3.2,Москва
345,274501552,2,Сухаревская,72.0,2,подземная,160000.0,Евроремонт,22.5,unknown,Во двор,Совмещенный (2),unknown,3.0,Москва
346,274843140,3,Сухаревская,100.0,4,unknown,180000.0,Дизайнерский,17.666666666666668,Балкон (1),Во двор,Совмещенный (2),"Можно с детьми, Можно с животными",3.0,Москва
347,273689433,4,Проспект Мира,120.0,12,наземная,185000.0,Евроремонт,19.4,unknown,На улицу и двор,Совмещенный (2),unknown,3.2,Москва
348,274835253,4,Проспект Мира,120.0,12,unknown,185000.0,Дизайнерский,17.666666666666668,unknown,На улицу и двор,Совмещенный (2),unknown,3.0,Москва
350,272896002,4,Трубная,76.0,3,unknown,200000.0,Евроремонт,17.666666666666668,Балкон (1),Во двор,unknown,unknown,3.0,Москва
351,274176645,3,Кузнецкий мост,116.0,4,наземная,250000.0,Дизайнерский,17.666666666666668,Балкон (2),Во двор,unknown,unknown,3.0,Москва
352,268110903,3,Цветной бульвар,123.0,3,наземная,250000.0,Евроремонт,22.666666666666668,unknown,На улицу и двор,Совмещенный (2),"Можно с детьми, Можно с животными",3.2,Москва
355,274939068,3,Трубная,85.0,3,unknown,270000.0,Евроремонт,18.333333333333332,Балкон (1),Во двор,Раздельный (1),"Можно с детьми, Можно с животными",3.0,Москва
372,274437045,2,Рижская,45.0,2,unknown,45000.0,Косметический,16.0,Балкон (1),Во двор,Совмещенный (1),Можно с детьми,3.0,Москва
373,237809420,2,Цветной бульвар,64.0,8,unknown,85000.0,Дизайнерский,17.666666666666668,Лоджия (1),На улицу,Совмещенный (1),unknown,3.0,Москва
374,235805453,3,Проспект Мира,80.0,7,наземная,100000.0,Евроремонт,17.666666666666668,Балкон (2),На улицу и двор,"Совмещенный (1), Раздельный (1)","Можно с детьми, Можно с животными",3.0,Москва
376,212768104,2,Проспект Мира,42.0,5,unknown,49000.0,Косметический,17.666666666666668,Балкон (1),Во двор,Совмещенный (1),Можно с детьми,2.64,Москва
379,272094765,2,Проспект Мира,46.0,12,наземная,60000.0,Косметический,15.0,Балкон (1),Во двор,unknown,unknown,3.0,Москва
381,274357475,3,Проспект Мира,80.0,5,unknown,65000.0,Евроремонт,18.333333333333332,unknown,На улицу и двор,Раздельный (1),"Можно с детьми, Можно с животными",3.0,Москва
383,273378576,2,Проспект Мира,43.0,2,unknown,65000.0,Евроремонт,15.0,unknown,Во двор,Совмещенный (1),unknown,2.64,Москва
384,274114632,2,Рижская,63.0,4,наземная,65000.0,Косметический,17.0,Балкон (1),На улицу и двор,Раздельный (1),Можно с детьми,3.2,Москва
385,274067060,2,Проспект Мира,61.0,4,наземная,70000.0,Евроремонт,14.5,Балкон (1),Во двор,Раздельный (1),Можно с детьми,3.0,Москва
386,274113086,2,Проспект Мира,70.0,4,наземная,75000.0,Евроремонт,16.0,Балкон (1),На улицу и двор,Совмещенный (1),Можно с детьми,3.0,Москва
387,274403628,3,Проспект Мира,74.0,6,наземная,90000.0,Косметический,17.666666666666668,Лоджия (1),Во двор,Совмещенный (1),unknown,3.0,Москва
388,274962198,2,Проспект Мира,66.0,5,unknown,129000.0,Дизайнерский,17.666666666666668,unknown,На улицу и двор,Совмещенный (1),"Можно с детьми, Можно с животными",3.0,Москва
389,239198302,3,Трубная,100.0,2,unknown,140000.0,Дизайнерский,20.333333333333332,unknown,Во двор,Раздельный (2),"Можно с детьми, Можно с животными",3.0,Москва
392,215194648,3,Трубная,106.0,5,подземная,230000.0,Евроремонт,10.833333333333334,Балкон (1),На улицу и двор,"Совмещенный (1), Раздельный (1)","Можно с детьми, Можно с животными",2.8,Москва
393,225860654,3,Кузнецкий мост,115.0,4,наземная,250000.0,Дизайнерский,17.666666666666668,unknown,Во двор,Совмещенный (1),Можно с детьми,3.4,Москва
395,271175941,3,Трубная,75.0,2,unknown,120000.0,Евроремонт,17.666666666666668,unknown,Во двор,Совмещенный (1),Можно с детьми,3.0,Москва
396,274356905,3,Сухаревская,65.0,9,unknown,100000.0,Косметический,15.333333333333334,Балкон (1),Во двор,Совмещенный (1),Можно с детьми,3.0,Москва
398,274217256,2,Проспект Мира,46.0,6,unknown,60000.0,Косметический,17.666666666666668,unknown,Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",3.0,Москва
399,274847835,2,Рижская,50.0,7,unknown,70000.0,Дизайнерский,16.0,unknown,На улицу,Совмещенный (1),Можно с детьми,3.0,Москва
400,274537716,3,Рижская,65.0,6,unknown,70000.0,Косметический,17.666666666666668,Лоджия (1),На улицу и двор,Совмещенный (1),Можно с детьми,2.7,Москва
401,274340524,3,Проспект Мира,70.0,9,unknown,100000.0,Без ремонта,17.333333333333332,Балкон (1),Во двор,Совмещенный (1),unknown,3.0,Москва
402,271972500,3,Сухаревская,113.0,10,подземная,110000.0,Евроремонт,17.666666666666668,Лоджия (1),Во двор,unknown,"Можно с детьми, Можно с животными",3.0,Москва
403,237156911,2,Проспект Мира,55.0,5,unknown,110000.0,Дизайнерский,17.666666666666668,Балкон (1),Во двор,Раздельный (1),"Можно с детьми, Можно с животными",3.0,Москва
